artist,track,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,genre
Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",90.0,0.883,0.674,11.0,-8.043,0,0.357,0.21,0.1773476204719195,0.0678,0.73,141.02,278.085,4,9
Nickelback,Someday,69.0,0.455,0.858,11.0,-5.659,0,0.0391,0.000616,0.000247,0.226,0.597,163.118,207.467,4,10
Eels,Novocaine For The Soul,56.0,0.409,0.717,6.0,-7.75,1,0.0395,0.000578,0.0632,0.0827,0.311,169.212,188.693,4,6
Tommy McClennan,Blues As I Can Be,34.0,0.707,0.275,9.0,-14.026,0,0.163,0.91,7.6e-06,0.112,0.619,108.657,163.944,4,2
A Tribe Called Quest,Award Tour,64.0,0.812,0.6,7.0,-9.414,1,0.254,0.00308,8.38e-06,0.173,0.555,97.338,226.44,4,5
Julia Wolf,In My Way,7.0,0.781,0.407,8.0,-9.695,1,0.143,0.325,0.1773476204719195,0.153,0.314,91.046,123.28,4,6
Lagori,Saiyyan,15.0,0.316,0.426,5.964280528532017,-9.745,1,0.0329,0.631,0.000682,0.103,0.252,130.013,0.0045875333329999995,1,0
Brama,Ai tant Montat,11.0,0.375,0.744,5.0,-6.666,0,0.0481,0.00107,0.000109,0.329,0.687,102.718,162.039,4,10
J Balvin,Otra Noche Sin Ti,85.0,0.503,0.548,5.964280528532017,-7.564,0,0.164,0.0751,0.000234,0.145,0.441,94.036,228.92,4,9
Bored at My Grandmas House,Showers,34.0,0.341,0.721,9.0,-6.614,0,0.034,0.00593,0.0272,0.79,0.623,115.014,220.404,4,6
Sleeping With Sirens,Scene Two - Roger Rabbit,58.0,0.693,0.562,5.964280528532017,-7.323,1,0.0379,0.195,0.1773476204719195,0.123,0.183,123.979,197.947,4,10
Saweetie,Fast (Motion),72.0,0.882,0.839,4.0,-3.193,1,0.082,0.156,0.1773476204719195,0.132,0.71,117.032,170.653,4,5
Crazy Town,Butterfly,72.0,0.736,0.811,9.0,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,216.733,4,10
David Bowie,Changes - 1999 Remaster,37.0,0.537,0.355,5.964280528532017,-11.241,1,0.0363,0.357,0.1773476204719195,0.132,0.39,113.994,214.573,4,6
Black Spiders,Good Times,30.0,0.473,0.963,7.0,-1.558,1,0.0571,0.00104,0.1773476204719195,0.191,0.739,157.929,219.493,4,10
Armor For Sleep,Car Underwater,52.0,0.435,0.774,2.0,-5.052,1,0.0631,0.014,0.1773476204719195,0.127,0.448,147.466,228.707,4,10
Erica Banks,Buss It (feat. Travis Scott),70.0,0.898,0.529,9.0,-5.428,1,0.2,0.0699,0.1773476204719195,0.536,0.8,110.032,188.963,4,9
Six Feet Under,TNT,43.0,0.615,0.893,5.0,-6.139,1,0.102,0.00291,0.00472,0.199,0.555,127.834,208.533,4,8
AJ Mitchell,GROWING PAINS,54.0,0.393,0.517,1.0,-6.446,1,0.246,0.0379,0.1773476204719195,0.0738,0.535,70.59,202.148,4,9
Elvis Presley,Hound Dog,67.0,0.494,0.756,5.964280528532017,-8.492,1,0.0499,0.733,0.00505,0.76,0.949,86.895,0.00226711667,4,10
Young Guns,Mad World,44.0,0.301,0.932,2.0,-6.21,1,0.141,1.93e-05,0.405,0.33,0.373,136.057,174.253,4,10
Bones Owens,Tell Me,50.0,0.591,0.42,10.0,-6.986,1,0.0317,0.0146,0.000121,0.101,0.52,129.918,197.783,4,10
Dirty Honey,When I'm Gone,57.0,0.452,0.916,1.0,-3.17,1,0.0478,0.000308,0.000391,0.118,0.592,90.995,205.091,4,10
Sonoda,Point of View,32.0,0.291,0.8,5.964280528532017,-8.02,1,0.0422,0.0772,0.00177,0.0953,0.499,174.713,126.771,3,6
Within Destruction,No Way Out,42.0,0.287,0.991,10.0,-0.645,0,0.123,0.00657,0.00489,0.368,0.108,159.831,199.747,4,8
Nirvana,Breed,60.0,0.262,0.969,4.0,-4.675,1,0.0894,3.69e-06,0.00213,0.133,0.263,158.433,184.04,4,10
Danzig,Snakes Of Christ,37.0,0.581,0.809,2.0,-9.67,1,0.0397,0.00304,6.77e-05,0.3,0.19,127.991,274.0,4,8
Boys Noize,& Down,40.0,0.619,0.629,1.0,-4.109,0,0.33,0.0473,0.227,0.314,0.262,123.003,258.133,4,1
James Blunt,Wisemen - Live in Ireland,29.0,0.5,0.673,10.0,-10.292,1,0.0367,0.0729,0.0147,0.493,0.56,149.326,0.003822666667,4,9
The Rolling Stones,Jumpin' Jack Flash,64.0,0.596,0.901,3.0,-7.373,1,0.0482,0.0362,0.749,0.0698,0.621,137.359,219.467,4,10
Chris Stapleton,You Should Probably Leave,76.0,0.602,0.477,9.0,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,213.493,4,1
R.E.M.,Country Feedback,43.0,0.274,0.567,7.0,-5.98,1,0.0276,0.0861,0.0461,0.398,0.29,144.713,249.32,4,10
The Killers,Mr. Brightside,82.0,0.352,0.911,1.0,-5.23,1,0.0747,0.00121,0.1773476204719195,0.0995,0.236,148.033,222.973,4,1
PJ Harvey,Good Fortune,52.0,0.552,0.669,7.0,-4.462,1,0.0329,0.00697,0.0467,0.0781,0.561,126.092,200.2,4,6
aroomfullofmirrors,RAWAR,43.0,0.622,0.41,8.0,-14.002,1,0.409,0.451,1.86e-05,0.191,0.472,77.426,183.901,4,5
Bruce Springsteen,I'm On Fire,74.0,0.62,0.446,1.0,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,0.002598,4,10
Nothing But Thieves,Forever & Ever More,55.0,0.289,0.841,8.0,-4.33,1,0.146,0.00582,0.00769,0.267,0.399,183.17,208.134,3,1
Jacob Banks,Parade,54.0,0.574,0.691,6.0,-7.805,0,0.0336,0.0142,0.000431,0.169,0.767,95.009,136.632,4,10
Red Hot Chili Peppers,Give It Away,73.0,0.666,0.936,7.0,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,282.907,4,10
MOD SUN,Flames (feat. Avril Lavigne),68.0,0.54,0.631,8.0,-4.569,1,0.0336,0.00316,0.1773476204719195,0.104,0.194,84.903,151.989,4,1
Raful Neal,You Been Sweet To Me,11.0,0.778,0.6,7.0,-9.764,1,0.031,0.297,0.0264,0.12,0.848,100.189,290.013,4,2
Let's Eat Grandma,Hot Pink,44.0,0.716,0.552,5.964280528532017,-6.927,0,0.0863,0.202,0.1773476204719195,0.0942,0.181,103.002,248.977,4,6
Hot Hot Heat,Middle of Nowhere,49.0,0.568,0.971,7.0,-3.478,1,0.0543,0.0518,4.24e-05,0.265,0.778,139.27,241.333,4,10
"Tori Kelly, Ed Sheeran",I Was Made For Loving You,45.58235799775177,0.357,0.336,2.0,-11.97,1,0.0312,0.294,0.1773476204719195,0.0956,0.22,142.517,0.00314898333,4,0
Jesse Roper,The Hurricane's Eye,40.0,0.357,0.658,9.0,-8.197,1,0.0621,0.0078,0.00274,0.132,0.227,164.221,215.912,4,10
Joy Room,What's Your Number?,31.0,0.365,0.893,2.0,-3.983,0,0.0841,0.00331,8.84e-06,0.142,0.612,163.39,168.891,4,10
Phoxjaw,Trophies in the Attic,28.0,0.277,0.848,10.0,-7.714,1,0.0789,0.00421,0.000219,0.0896,0.126,128.194,208.493,4,1
Five Finger Death Punch,A Little Bit Off,71.0,0.664,0.828,5.964280528532017,-6.053,1,0.0404,0.00839,0.1773476204719195,0.294,0.82,103.985,190.718,4,10
While She Sleeps,FAKERS PLAGUE,52.0,0.42,0.876,6.0,-5.35,0,0.098,0.0235,0.000146,0.157,0.117,119.091,353.806,4,8
Hatebreed,I Will Be Heard,54.0,0.585,0.907,1.0,-4.787,1,0.102,7.21e-05,0.1773476204719195,0.0682,0.573,92.634,178.667,4,8
Lil Gnar,Missiles (feat. Trippie Redd),64.0,0.797,0.713,2.0,-4.384,1,0.279,0.0696,0.1773476204719195,0.0694,0.464,130.059,154.462,4,5
Leprous,Castaway Angels,47.0,0.537,0.425,11.0,-9.499,0,0.0392,0.391,0.00311,0.115,0.0728,109.02,295.89,4,10
"Suhel Rais Khan, Ustad Sultan Khan",Sitar Symphony - Original,14.0,0.517,0.583,7.0,-6.792,1,0.0299,0.188,0.0106,0.234,0.43,78.027,0.004302966667,4,0
Gracious K,Migraine Skank - Main Mix,21.0,0.442,0.765,5.0,-5.63,0,0.255,0.000146,1.61e-06,0.313,0.671,162.74,186.933,5,5
Veil Of Maya,Outsider,54.0,0.476,0.971,4.0,-3.797,0,0.0964,5.25e-05,9.45e-05,0.316,0.207,140.02,249.468,3,8
My Life As Ali Thomas,Rinn,34.0,0.488,0.78,9.0,-4.971,1,0.0412,0.0162,0.00994,0.0968,0.355,87.937,207.614,4,10
Keaton Henson,You Don't Know How Lucky You Are,53.0,0.389,0.314,2.0,-8.559,1,0.0345,0.772,0.576,0.109,0.107,95.641,228.08,4,6
Metallica,Sad But True,69.0,0.633,0.846,7.0,-6.347,1,0.0337,0.000819,0.00139,0.0762,0.448,89.23,323.933,4,10
"Geeta Dutt, Shyam Kumar",Bhanwara Bada Nadan,45.58235799775177,0.653,0.191,5.964280528532017,-12.963,0,0.088,0.958,0.1773476204719195,0.138,0.865,107.26,0.004409466667,4,3
Linkin Park,Numb,82.0,0.496,0.863,9.0,-4.153,1,0.0381,0.0046,0.1773476204719195,0.639,0.243,110.018,185.587,4,10
vedawave,Rip,27.0,0.621,0.921,10.0,-6.847,1,0.0418,0.087,0.53,0.232,0.781,120.012,153.398,4,6
Ben Miller Band,Big Boy,19.0,0.495,0.71,2.0,-8.533,1,0.0486,0.275,0.0171,0.195,0.495,153.617,183.187,4,2
Figueroa,Back to the Stars,35.0,0.417,0.569,4.0,-7.56,1,0.0303,0.000302,0.606,0.104,0.0352,140.02,366.957,4,6
Geeta Dutt,Thandi Hawa Kali Ghata,14.0,0.563,0.614,7.0,-6.695,0,0.0394,0.845,0.1773476204719195,0.167,0.962,154.797,0.003543783333,3,3
Bruno Pernadas,Theme Vision,37.0,0.548,0.682,4.0,-7.105,1,0.0356,0.323,0.00149,0.105,0.458,107.939,381.428,4,6
Squeeze,Pulling Mussels (From The Shell),51.0,0.593,0.702,5.964280528532017,-12.668,1,0.0409,0.002,8.38e-05,0.19,0.901,142.006,238.133,4,6
Nicholas Britell,Little's Theme,43.0,0.266,0.0128,7.0,-24.109,1,0.052,0.909,0.922,0.131,0.0637,65.694,0.000987116667,3,7
Napalm Death,Contagion,38.0,0.116,0.963,7.0,-4.829,1,0.133,1.02e-06,0.886,0.0765,0.224,91.439,245.461,4,8
Pakshee,Raah Piya,25.0,0.701,0.518,2.0,-8.892,0,0.0415,0.406,0.000149,0.122,0.551,100.018,0.00708,4,0
Joy Division,Love Will Tear Us Apart - 2010 Remaster,60.0,0.525,0.902,2.0,-8.662,1,0.0368,0.000989,0.691,0.137,0.907,146.83,204.621,4,6
Nuclear Assault,Sin,35.0,0.151,0.992,9.0,-4.451,1,0.191,2.94e-05,0.827,0.183,0.068,143.467,202.147,4,8
Ailbhe Reddy,Time Difference,36.0,0.548,0.161,2.0,-14.991,1,0.0326,0.861,0.000243,0.102,0.309,80.069,190.9,4,6
Kevo Muney,I Got Feelings,50.0,0.803,0.545,10.0,-8.822,1,0.279,0.0336,0.1773476204719195,0.112,0.0993,144.01,183.23,4,5
Dolly Parton,Jolene,72.0,0.674,0.537,1.0,-10.971,0,0.0363,0.566,0.1773476204719195,0.131,0.809,110.578,0.002692216667,4,4
The Collective,The ballad of sad young men,52.0,0.479,0.115,4.0,-20.306,0,0.0343,0.936,0.756,0.152,0.115,116.047,0.0051741666669999995,4,7
Cut Copy,Hearts On Fire - Calvin Harris Remix,18.0,0.783,0.82,1.0,-6.102,1,0.0489,0.00054,0.499,0.0628,0.235,129.015,339.213,4,6
M24,High Right Now,59.0,0.875,0.661,3.0,-6.71,0,0.259,0.41,0.1773476204719195,0.0889,0.739,141.894,174.557,4,5
Sowulo,Wulfwiga,47.0,0.559,0.552,7.0,-8.414,1,0.0335,0.00888,0.367,0.0725,0.342,130.04,256.187,4,8
The OBGMs,Outsah,32.0,0.46,0.949,7.0,-5.59,1,0.084,0.00141,0.304,0.234,0.214,146.051,113.752,4,1
Mndsgn,Hope You're Doin' Better,37.0,0.552,0.618,8.0,-8.155,0,0.0317,0.486,0.0773,0.313,0.442,157.956,275.661,4,1
Fontaines D.C.,I Don't Belong,50.0,0.657,0.716,9.0,-7.76,0,0.0264,0.2,0.000728,0.173,0.513,112.045,271.107,4,10
Slipknot,Before I Forget,75.0,0.291,0.974,6.0,-2.997,0,0.171,0.0177,5.44e-06,0.886,0.348,134.724,278.6,4,8
Primus,Tommy The Cat,51.0,0.533,0.924,6.0,-11.679,0,0.0721,0.00185,0.185,0.373,0.371,128.548,253.96,4,10
NewDad,I Don't Recognise You,53.0,0.534,0.623,11.0,-7.144,1,0.0247,0.668,0.379,0.121,0.395,82.487,275.013,4,1
Simon & Garfunkel,"Mrs. Robinson - From ""The Graduate"" Soundtrack",75.0,0.606,0.457,6.0,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,0.00406711667,4,0
Execution Day,ESCAPE,45.58235799775177,0.548,0.965,3.0,-3.079,0,0.0764,9.53e-05,0.000143,0.369,0.462,118.077,193.22,4,8
Bloc Party,Banquet - Phones Disco Edit,28.0,0.635,0.875,10.0,-8.536,0,0.0421,0.000722,0.111,0.483,0.934,149.98,324.667,4,1
Arik Einstein,Sa Leat,41.0,0.409,0.377,5.964280528532017,-13.552,1,0.0346,0.622,0.000205,0.107,0.513,156.291,257.802,4,10
IDLES,A Hymn,43.0,0.504,0.607,7.0,-8.561,1,0.033,0.0288,0.342,0.112,0.0366,101.031,318.694,4,6
Bullet For My Valentine,Hand Of Blood,56.0,0.378,0.986,8.0,-2.769,1,0.0832,0.000248,0.1773476204719195,0.0833,0.492,94.458,216.133,4,10
Evildead,The Descending,17.0,0.315,0.961,10.0,-2.722,0,0.094,3.09e-05,7.53e-05,0.321,0.501,99.024,192.413,4,8
Crashing Atlas,Kerosene,29.0,0.454,0.957,4.0,-5.458,1,0.105,0.000104,0.0695,0.372,0.592,155.028,170.323,4,10
Elton John,Your Song - Live At Madison Square Garden,37.0,0.478,0.344,3.0,-11.238,1,0.0363,0.854,1.87e-05,0.818,0.27,128.286,0.004161116667,4,9
Headcharger,Death Sound,10.0,0.491,0.89,10.0,-7.115,0,0.0433,7.36e-06,0.104,0.25,0.555,137.989,243.52,1,10
Dire Straits,Romeo And Juliet,71.0,0.613,0.441,5.0,-11.999,1,0.0309,0.546,0.0132,0.0869,0.525,87.573,360.667,4,10
UNSECRET,Love It,34.0,0.847,0.654,3.0,-5.431,0,0.0378,0.0748,0.0656,0.128,0.875,119.955,138.043,4,9
The Black Keys,Howlin' for You,67.0,0.725,0.747,11.0,-5.545,1,0.0876,0.0272,0.0468,0.104,0.38,132.921,191.956,4,6
Childish Gambino,Redbone,83.0,0.743,0.347,1.0,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143,326.933,4,9
Stiff Little Fingers,Alternative Ulster,53.0,0.439,0.971,11.0,-5.855,0,0.177,0.0148,1.34e-05,0.255,0.24,118.369,163.88,4,1
Kyuss,Space Cadet,52.0,0.461,0.168,11.0,-16.225,0,0.042,0.449,0.886,0.265,0.309,169.675,422.464,4,8
Satyr,Picayune,37.0,0.357,0.981,6.0,-3.452,0,0.231,0.000279,0.151,0.0986,0.202,112.493,231.798,3,8
Swastik The Band,Jogi,37.0,0.55,0.648,2.0,-6.5,0,0.0557,0.276,9.72e-05,0.069,0.352,80.03,0.006280916667,4,0
Bright Eyes,Flirted With You All My Life,49.0,0.408,0.532,5.0,-7.933,1,0.0325,0.134,0.0654,0.0966,0.241,99.672,247.545,4,6
The Isley Brothers,For the Love of You - Live,20.0,0.577,0.464,11.0,-10.061,0,0.0585,0.558,5.25e-05,0.259,0.548,110.959,299.067,4,10
Nature TV,Solid Door,30.0,0.472,0.653,9.0,-7.267,0,0.0522,0.733,9.84e-05,0.206,0.624,168.922,231.926,4,6
Celeste,Tonight Tonight,61.0,0.611,0.834,11.0,-4.528,0,0.0299,0.0544,1.57e-05,0.232,0.643,109.997,219.44,4,6
"Kanchan, Manhar, Anand",Hum Tumhen Chahte Hain - From Qurbani,38.0,0.473,0.437,5.0,-10.944,1,0.0353,0.654,7.12e-05,0.0684,0.587,95.523,0.007267116667,4,3
Chad Kroeger,Hero (feat. Josey Scott),63.0,0.427,0.843,4.0,-4.54,1,0.0364,0.00216,0.1773476204719195,0.179,0.304,147.387,200.48,3,10
Párpados,Me Acoplo,35.0,0.44,0.345,5.964280528532017,-9.796,1,0.0272,0.614,0.756,0.0992,0.126,80.865,240.5,4,6
National Nightmare,Witch,32.0,0.493,0.937,9.0,-3.555,0,0.0884,0.0198,0.000216,0.103,0.435,155.179,290.417,4,10
Kitten,American Football,36.0,0.531,0.826,9.0,-5.13,1,0.0391,0.00386,2.1e-05,0.48,0.455,90.035,201.847,4,6
Billy F Gibbons,Desert High,40.0,0.484,0.475,2.0,-9.647,0,0.0287,0.00632,0.00124,0.14,0.33,100.042,207.853,4,2
Keane,Nothing In My Way,61.0,0.399,0.854,10.0,-4.97,0,0.0294,0.00107,3.96e-06,0.0893,0.872,172.478,240.387,4,10
Kroi,shift command,32.0,0.669,0.8,5.0,-4.857,0,0.0456,0.0221,5.12e-05,0.26,0.425,113.027,248.513,4,9
Foals,Mountain at My Gates,66.0,0.495,0.931,2.0,-5.336,0,0.0469,0.0025,0.0819,0.246,0.617,104.05,244.293,4,1
TOOL,Right In Two,59.0,0.44,0.568,7.0,-8.54,1,0.0293,0.00442,0.84,0.119,0.248,118.389,535.8,3,8
The Anix,My Eyes,47.0,0.4,0.906,5.964280528532017,-4.761,1,0.058,5.12e-05,0.657,0.278,0.227,100.052,315.15,4,10
Imagine Dragons,Thunder,83.0,0.605,0.822,5.964280528532017,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187.147,4,9
Ronan Keating,Life Is A Rollercoaster - Live,25.0,0.481,0.895,5.964280528532017,-3.073,1,0.0703,0.0707,0.1773476204719195,0.953,0.43,119.932,0.007226883333,4,9
"Lata Mangeshkar, Udit Narayan",Ho Gaya Hai Tujhko To Pyar Sajna,49.0,0.404,0.662,7.0,-8.606,0,0.059,0.547,2.99e-05,0.346,0.507,100.195,0.005794666667000001,4,3
"Royal Liverpool Philharmonic Orchestra, James Morgan",Candle In The Wind,28.0,0.187,0.163,11.0,-17.649,0,0.042,0.715,0.902,0.107,0.0347,54.114,0.004267333333,4,7
Nap Eyes,Snake Oil,11.0,0.34,0.708,7.0,-4.494,1,0.0426,0.0058,7.42e-05,0.0778,0.475,117.092,192.582,4,1
Bones Owens,When I Think About Love,38.0,0.662,0.73,7.0,-5.385,1,0.0259,0.0131,0.000553,0.0328,0.843,98.975,172.59,4,10
High Wire,Some Kind of Miracle,13.0,0.315,0.973,5.964280528532017,-3.882,1,0.257,0.000742,0.1773476204719195,0.482,0.448,184.993,216.267,4,10
The Suitcase Junket,Black Holes and Overdoses,25.0,0.567,0.793,5.0,-7.004,1,0.0368,0.324,5.27e-06,0.0742,0.441,114.972,193.008,4,2
The Meters,Cissy Strut,64.0,0.507,0.763,5.964280528532017,-12.732,1,0.0945,0.172,0.886,0.324,0.708,176.193,186.853,4,10
Mastodon,Asleep in the Deep - Instrumental,34.0,0.314,0.863,9.0,-7.2,1,0.0477,1.27e-06,0.685,0.0886,0.256,134.815,372.64,4,8
Wand,Scarecrow,37.0,0.631,0.883,9.0,-6.683,1,0.0567,0.242,0.454,0.11,0.38,108.005,317.507,4,6
Amaranthe,Strong,55.0,0.436,0.95,5.964280528532017,-7.182,1,0.0589,0.000521,2.94e-05,0.1,0.561,180.087,186.987,4,8
New Portals,Change of Mind - Acoustic,48.0,0.59,0.214,11.0,-12.023,0,0.0412,0.895,0.00986,0.105,0.167,134.804,0.00305348333,4,0
chloe moriondo,I Eat Boys,61.0,0.523,0.537,2.0,-4.958,1,0.0274,0.0499,0.1773476204719195,0.222,0.167,91.728,162.867,4,6
The Kills,Future Starts Slow,55.0,0.677,0.743,6.0,-5.876,1,0.0611,0.0135,0.00222,0.0581,0.469,127.971,248.2,4,6
Kacey Musgraves,Follow Your Arrow,65.0,0.448,0.649,5.0,-5.925,1,0.0434,0.418,0.1773476204719195,0.0976,0.575,195.925,0.003327333333,4,4
Albert Collins,Black Cat Bone,29.0,0.586,0.816,5.964280528532017,-8.036,1,0.0886,0.293,0.000811,0.0726,0.701,97.538,298.933,4,2
Tim Hardin,How Can We Hang On to a Dream - Live at Woodstock - 8/15/69,26.0,0.449,0.246,7.0,-14.743,0,0.0392,0.944,0.00024,0.417,0.226,110.614,269.0,3,10
HONNE,no song without you,45.58235799775177,0.788,0.473,5.964280528532017,-12.744,1,0.0328,0.489,0.254,0.109,0.81,105.429,160.347,4,6
God Is An Astronaut,Burial,40.0,0.391,0.684,2.0,-11.35,1,0.0302,0.000724,0.806,0.0913,0.283,107.074,364.048,4,8
Siouxsie and the Banshees,The Passenger,60.0,0.457,0.93,2.0,-4.544,0,0.0673,0.0309,6.27e-05,0.135,0.294,139.819,309.307,4,1
Ice Prince,KOLO (feat. Oxlade),59.0,0.629,0.741,11.0,-1.521,0,0.146,0.532,0.1773476204719195,0.119,0.816,103.715,168.013,4,9
Backstreet Boys,The Perfect Fan,43.0,0.422,0.396,9.0,-9.048,1,0.0306,0.579,0.1773476204719195,0.12,0.319,141.098,0.00422445,4,9
Primal Scream,Gentle Tuesday,31.0,0.426,0.92,6.0,-5.503,1,0.0447,0.000114,0.00412,0.335,0.688,127.532,227.12,4,6
Eric Clapton,Let It Grow,48.0,0.42,0.398,4.0,-13.626,1,0.025,0.219,0.36,0.258,0.267,77.689,298.28,4,10
Faraquet,Sea Song,25.0,0.338,0.723,9.0,-5.889,1,0.0439,0.29,0.0832,0.169,0.163,107.225,250.68,4,10
Red Sun Rising,The Otherside,42.0,0.526,0.761,11.0,-6.151,1,0.0258,7.54e-05,0.907,0.109,0.282,100.057,216.107,4,10
Saint Agnes,Welcome to Silvertown,41.0,0.438,0.778,1.0,-7.452,1,0.0683,0.00269,0.779,0.0893,0.457,95.775,195.987,4,10
U2,I Still Haven't Found What I'm Looking For - Remastered 2007,59.0,0.565,0.764,1.0,-9.43,1,0.0351,0.0139,0.00488,0.079,0.686,100.891,277.48,4,10
Stereophonics,Have A Nice Day,65.0,0.508,0.826,1.0,-4.088,0,0.0405,0.018,0.1773476204719195,0.28,0.404,120.854,205.067,4,10
Govinda,Calm,48.0,0.527,0.523,3.0,-11.451,0,0.0871,0.11,0.597,0.162,0.456,159.878,0.005206666667000001,4,0
Within The Ruins,Devil In Me,45.0,0.441,0.994,7.0,-2.934,1,0.239,7.25e-05,0.000147,0.382,0.0478,139.931,213.125,4,8
Superflat,Overcome,37.0,0.665,0.861,7.0,-6.808,1,0.209,0.00392,0.69,0.117,0.698,123.058,160.976,4,6
Bebe Rexha,Sabotage,58.0,0.562,0.565,8.0,-5.111,1,0.044,0.438,0.1773476204719195,0.138,0.208,89.862,176.566,4,9
Will Smith,Miami,71.0,0.877,0.534,1.0,-6.178,1,0.15,0.0339,1.67e-05,0.0441,0.89,108.17,197.56,4,5
Backstreet Boys,Safest Place to Hide,36.0,0.417,0.538,4.0,-6.085,1,0.0285,0.358,0.1773476204719195,0.107,0.338,137.443,0.004658000000000001,4,9
Erdling,Blizzard,40.0,0.514,0.926,1.0,-6.579,0,0.0349,2.3e-06,0.857,0.126,0.173,129.027,194.453,4,8
Civil Twilight,Come As You Are,40.0,0.39,0.215,6.0,-11.473,0,0.0328,0.0849,0.316,0.0958,0.119,117.513,258.707,4,10
Amy Winehouse,Back To Black,74.0,0.403,0.422,7.0,-13.964,0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,241.293,4,10
JD Cliffe,Cashew,25.0,0.696,0.451,11.0,-9.591,1,0.435,0.33,0.1773476204719195,0.0955,0.539,74.518,161.091,4,5
Jacky Terrasson,The Call,44.0,0.525,0.335,11.0,-15.751,0,0.0335,0.566,0.837,0.0931,0.285,106.444,0.004052133332999999,4,7
Conway Twitty,Hello Darlin',50.0,0.354,0.276,5.964280528532017,-14.999,1,0.0295,0.745,1.35e-06,0.11,0.427,82.787,0.002431116667,3,4
The Creation,Making Time,38.0,0.356,0.899,3.0,-6.211,1,0.243,0.00755,0.1773476204719195,0.28,0.456,140.82,177.547,4,1
Old Dominion,Hotel Key,66.0,0.758,0.867,11.0,-5.087,1,0.0475,0.152,0.1773476204719195,0.308,0.964,102.018,0.002776216667,4,4
Plague Vendor,Night Sweats - Edit,32.0,0.498,0.685,11.0,-5.732,0,0.0949,0.0113,0.000688,0.0875,0.628,163.171,166.995,4,1
Cihangir Aslan,Night Owl,45.0,0.542,0.521,4.0,-12.566,0,0.104,0.884,0.914,0.124,0.176,194.049,376.082,4,6
The Nice,Diary Of An Empty Day,20.0,0.4,0.52,2.0,-12.225,1,0.0323,0.0646,0.405,0.223,0.51,103.225,238.2,3,10
Phoebe Bridgers,Funeral,64.0,0.215,0.263,11.0,-14.416,1,0.0378,0.947,0.00028,0.0919,0.307,172.332,232.373,4,6
Gucci Mane,Stunting Ain't Nuthin (feat. Slim Jxmmi & Young Dolph),52.0,0.86,0.71,7.0,-5.705,1,0.285,0.177,0.1773476204719195,0.0865,0.764,122.993,316.053,4,5
Ray Price,For the Good Times,47.0,0.352,0.204,3.0,-15.414,1,0.0311,0.76,0.000426,0.327,0.524,83.342,0.0037964500000000003,4,4
bad tuner,Back To Me,34.0,0.689,0.72,9.0,-6.85,1,0.0365,0.00244,0.00272,0.111,0.399,120.0,185.492,4,6
Ricky Nelson,Hello Mary Lou (Goodbye Heart),57.0,0.602,0.633,9.0,-9.756,1,0.0314,0.502,0.1773476204719195,0.0614,0.931,98.995,138.547,4,10
Wooden Shjips,Eclipse,41.0,0.383,0.475,11.0,-11.842,0,0.0278,0.00706,0.759,0.108,0.339,141.423,383.101,4,6
Karl Denson,Seven Nation Army,15.0,0.593,0.849,4.0,-5.265,0,0.0392,0.0369,0.862,0.104,0.636,121.797,402.8,4,10
Grimes,Violence,62.0,0.533,0.9,5.0,-4.973,0,0.0495,0.00143,0.101,0.129,0.0795,99.983,220.617,4,6
Joan As Police Woman,Holy City,40.0,0.679,0.769,8.0,-7.289,1,0.0415,0.158,0.198,0.07,0.83,134.933,284.936,4,1
Primal Scream,Gentle Tuesday,31.0,0.426,0.92,6.0,-5.503,1,0.0447,0.000114,0.00412,0.335,0.688,127.532,227.12,4,1
Chastity Belt,The Process,34.0,0.601,0.657,2.0,-8.673,0,0.0274,0.362,0.532,0.156,0.288,125.0,293.026,4,6
Foo Fighters,Congregation,53.0,0.405,0.91,2.0,-5.441,1,0.0428,5.61e-05,2.63e-05,0.0652,0.575,151.915,311.907,4,10
Lainey Wilson,Things A Man Oughta Know,73.0,0.659,0.683,3.0,-5.623,1,0.0312,0.513,4.93e-06,0.133,0.397,139.931,203.373,4,1
Filter,Take a Picture,63.0,0.541,0.775,2.0,-8.041,1,0.0297,0.00151,0.000222,0.178,0.271,98.992,363.8,4,10
Asha Bhosle,Sakhiya Aaj Mujhe Neend Nahin,9.0,0.366,0.84,11.0,-4.319,1,0.217,0.891,0.00497,0.088,0.853,99.542,0.00576955,4,3
Chelsea Jade,Laugh It Off,39.0,0.763,0.524,5.964280528532017,-7.725,1,0.0759,0.0249,0.000137,0.117,0.411,93.998,253.33,4,6
Biffy Clyro,Questions and Answers,36.0,0.485,0.9,2.0,-4.89,1,0.0361,0.000691,0.107,0.112,0.351,131.36,242.693,4,10
